"Id@github","Link@linkedin","Confidence"
"michaeldeol","michaeldeol","75"
"michaellevy","michaellevy2","70"
"michaelrbock","michaelrbock","78"
"MichaelRevell","michaelrevell","70"
"michaelshobbs","michaelshobbs","78"
"michaelstewart","michaelrstewart","74"
"michikono","michikono","70"
"michaelstorm","michaelstock","70"
"mikeferguson","mikefergusondpi","74"
"mnickey","mnickey","70"
"henrystewart","henrystewart","70"
"henrytwang","henrycwang","70"
"liuhenry","liuhenry","82"
"deeGraYve","deegrayve","70"
"demisx","demisx","70"
"mason-lee","masonblee","73"
"jeongyoonlee","jeongyoonlee","74"
"ChadFong","chadfong","70"
"JvalantPatel","jvalantpatel","70"
"allejo","allejo","75"
"rooharrigan","rooharrigan","82"
"unthunk","unthunk","70"
"parisholley","parisholley","70"
"mpdaugherty","mdaugherty1","74"
"mschuldt","meschuldt","70"
"mshafrir","mshafrir","74"
"mwalton","miwalton","70"
"mwhittaker","miwhittaker","70"
"UpWorks","upworks","70"
"soniabrami","soniabrahmi","70"
"vkostyukov","vkostyukov","74"
"bsudekum","bsudekum","78"
"forrestbthomas","forrestbthomas","70"
"collenjones","collenjones","70"
"collinadams","collinadams","70"
"collinjackson","collinjackson","74"
"austinblanchard","austinblanchard","74"
"AustinWise","austinwise","70"
"ddeville","ddeville84","73"
"parkr","parkr","82"
"tejasmanohar","tejasmanohar","74"
"ackrause","ackrause","88"
"acrookston","crookston","74"
"aerickson","aerickson","78"
"afurth89","afurth","68"
"aglover","aglover","75"
"andregomars","andregomars","70"
"andreisavu","andreisavu","70"
"andresdouglas","andresdouglas","78"
"andrew-christianson","andrewchristianson","70"
"Andrew-McLeod","andrew-mcleod","70"
"andrewarrow","andrewarrow","71"
"andrewburgess","andrewgburgess","75"
"AndrewGuenther","andrewguenther","70"
"andrewhead","andrewhao","75"
"AndrewHenderson","andrewmhenderson1","70"
"AndrewJo","andrewjo93","75"
"andrewkatz","andrewkatz","74"
"AndrewKishino","andrewkishino","78"
"andrewle","andrewle21","75"
"andrewmartin","andrewmartin26","75"
"andrewminer","andrewdminer","70"
"andrewpatterson3001","andrewpatterson1","70"
"andrewschreiber","andrewschreiberks","74"
"andrewseidl","andrewseidl","70"
"andrewhao","andrewhay","74"
"andrewtdinh","andrewkdinh","70"
"andrewzhang1","andrewzhangyf","70"
"andreychernih","andreychernih","70"
"ankane","ankane","75"
"aoriani","aoriani","73"
"apurtell","apurtell","73"
"arasmussen","anrasmussen","70"
"arsturges","apsturges","75"
"catesandrew","catesandrew","70"
"amstocker","amstokes","65"
"andrewpage","andrewmager","75"
"metcalf","ametcalf","74"
"hilaryparker","hilaryparker","73"
"hulbert","shulbert","70"
"emerose","emerose","74"
"shazow","shazow","70"
"RossAD","rossad","70"
"rosslebeau","rosslebeau","94"
"why-jay","whyjay","70"
"seanrose","seanarose","74"
"Nitinkumar-Gove","nitinkumargove","70"
"rakeshnair","rakeshsnair","74"
"nullstyle","nullstyle","70"
"sbaar","sbaar","74"
"sc0ttbeardsley","scottbeardsley21","70"
"schacon","schacon","70"
"scottchiang","scottchiang","70"
"scotthasbrouck","scotthasbrouck","71"
"scottjason","scottleejason","68"
"scottstanfield","scottgmansfield","76"
"ScottPhillips","scottphillips","70"
"scottpurdy","scottmpurdy","82"
"scottrabin","scottrabin","74"
"scottrice10","scottrice10","78"
"sholden","snholden","78"
"shyndman","shyndman","70"
"sthorpe","scthorpe","73"
"saarons","samaarons","78"
"sambernard","sambernard","70"
"SamDarbonne","sam-darbonne","70"
"samdturner","samdturner","78"
"samgreen","samgreenli","73"
"sammerry","sammerry","70"
"sampierson","sampierson","70"
"samrushing","samrushing","70"
"samshull","samshull","78"
"samstokes","samstokesuk","78"
"sburnett","samburnett","74"
"scgruber","scgruber","87"
"sgammon","samgammon","70"
"shwoodard","samwoodard","74"
"smerritt","sammerritt","75"
"spullara","spullara","70"
"blakeshall","blakehall1","70"
"blakewatters","blakewatters","78"
"brendanbohn","brendanbohn","78"
"brendankenny","brendanmkenny","70"
"brendannee","brendannee","78"
"brendoncrawford","brendoncrawford","74"
"brennancheung","brennancheung","70"
"brentluna","brent-luna","70"
"brntbeer","brntbeer","70"
"bwmcadams","bwmcadams","70"
"moizqureshi","moizqureshi","74"
"alokpradhan","alokpradhan","70"
"delqn","delqn","70"
"buckyroberts","buckyroberts","74"
"hinathan","hinathan","74"
"abrahamhall84","abrahamhall","70"
"Rick-Houser","rick-houser","78"
"rickharrison","rickharrison","78"
"rickyeh","rickyeh","74"
"rickypai","rickypai","78"
"natecox","nathcox","70"
"nathanjordan","nathanjordan","73"
"nathanmpark","nathanmpark","71"
"NathanSass","nathansass","78"
"nbashaw","nbashaw","70"
"nfraenkel","nfraenkel","70"
"NHDaly","nhdaly","70"
"thomsbg","thomsbg","70"
"pattychau","pattychau","70"
"Wilbeibi","wilbeibi","74"
"soroushjp","soroushjp","78"
"urinieto","urinieto","70"
"pragmaticivan","pragmaticivan","70"
"nmccarthy","neilmccarthy","72"
"hirangoly","hirangoly","70"
"iregina","iregina","78"
"alpascual","alpascual","75"
"lisamcho","lisamcho","70"
"lisavogtsf","lisavogtsf","70"
"azizuysal","azizuysal","70"
"connorjacobsen","connorjacobsen","70"
"goldibex","goldibex","78"
"chase-martin","chasejmartin","75"
"chasestarr","chasestarr","78"
"KaijenHsiao","kaijenhsiao","77"
"zshao","zshao","70"
"ntylerwarner","ntylerwarner","70"
"supertylerc","supertylerc","70"
"TheIronDeveloper","theirondeveloper","74"
"thetylerhayes","tylerhayes","67"
"thfield","thfield","78"
"TylerBrock","tylermbrock","74"
"tylerdavis","tylerkdavis","78"
"tylerpearson","tylerspearson","74"
"tylerprete","tylerprete","70"
"tylershuster","tylershuster","70"
"usmanghani","usmanghani2","75"
"conradev","conradev","82"
"bwbaugh","bwbaugh","70"
"albertliao","albertliao","70"
"albertmejia","albertmejia","70"
"atseng3","atseng34","70"
"morozgrafix","morozgrafix","78"
"fourdman","fourdman","70"
"KalebClark","mkalebclark","70"
"manikrathee","manikrathee","82"
"manishkhanchandani","manishkhanchandani","70"
"heschlie","heschlie","70"
"emilyrose","emilyrrose","74"
"JHadley1406","jhadley1406","70"
"mcculloughsean","mcculloughsean","82"
"MauricioRoman","mauricioroman","70"
"mbustosorg","mbustosorg","70"
"bhagatsingh","bhagatsingh13","70"
"testobsessed","testobsessed","70"
"wesleycho","wesleycho","72"
"royboy789","royboy789","70"
"royxue","roy-xue","74"
"shoyer","shoyer","73"
"slarson","sklarson","70"
"stephenhandley","stephenhandley","73"
"stephenlsiegel","stephengsiegel","70"
"stephentu","stephen7tu","70"
"stevemcquaid","stephenmcquaid","67"
"stvauyeung","stvauyeung","70"
"noahcampbell","noahcampbell","70"
"noahgibbs","noahgibbs","70"
"NoahKunin","noahkunin","70"
"rameshvs","rameshs","74"
"sampathweb","sampathweb","78"
"sean-perryman","seanperryman","70"
"seanhoughton","seanhoughton1","75"
"seanknox","seanknox","78"
"seanmcgary","seanmcgary","70"
"seansu4you87","seansu4you87","78"
"Wilsonilo","wilsonilo","74"
"arangamani","arangamani","70"
"chetan51","chetan51","70"
"ChetHarrison","chetharrison","76"
"ashleyjelks","ashleyrjelks","70"
"kamlendrachauhan","kamlendrachauhan","76"
"b-lambert","benlambert","74"
"bcurren","bcurren","73"
"ben-manning","benfmanning","74"
"benalavi","benalavi","70"
"benasher44","benasher44","78"
"benbuckman","benbuckman","82"
"bendmorris","benmorris1","70"
"bendrucker","bendrucker","83"
"bengfarrell","bencfarrell","74"
"benjaffe","benjaffe","70"
"benkuhn","benkuehn","74"
"benmarten","benmarten","82"
"bensomers","bensomers","70"
"blesh","blesh","73"
"bmarini","benmarini","71"
"bmeynell","benmeynell","74"
"CroquetPro","croquetpro","70"
"kremerben","kremerben","70"
"winnietong","winnietong","82"
"sepehrvakili","sepehrvakili","70"
"troystribling","troystribling","70"
"newhouseb","bnewhouse","65"
"therealbenjamin","therealbenjamin","70"
"acolchado","acolchado","70"
"drujensen","drujensen","70"
"gouravtiwari","gouravtiwari","70"
"derekkoch","derekkoch","74"
"derekrliang","derekliang","70"
"dmikey","dmikey","70"
"dmsakamoto","dmsakamoto","70"
"hammerdr","hammerdr","76"
"hobbs","zhobbs","65"
"jhenkens","jhenkens","70"
"irvingruan","irvingruan","70"
"yongsoo","yongsoo","78"
"peggyl","peggyli","74"
"spencersalazar","spencersalazar","73"
"vaibhavb","vaibhavb","82"
"vaibhavdesai137","vaibhavdesai91","70"
"serkanpektas","serkanpektas","70"
"perezd","perezd","70"
"mzlittle","mzlittle","70"
"zacharydenton","zachdenton","67"
"zachsnow","zachsnow1","70"
"zbruhnke","zbruhnke","70"
"zfogg","zfogg","75"
"zmbush","zmbush","70"
"zpinter","zpinter","82"
"zpriddy","zpriddy","74"
"rykuehn","rykuehn","70"
"mbhinder","mbhinder","74"
"backus","jbackus","70"
"javasoze","javasoze","82"
"jfsiii","jfsiii","70"
"JHKennedy4","jlkennedy","70"
"jjjreisss","jjjreisss","70"
"jmondo","jmondo","83"
"john-ko","johnko","70"
"johnbender","johnwbender","74"
"johnboiles","johnboiles","70"
"johnhampton","johnahampton","70"
"johnisaac","johnisaac7","70"
"johnkchow","johnkchow","78"
"johnmarinelli","johngmarinelli","70"
"johnnygames","johngames","73"
"johnnylambada","johnnylambada","73"
"johnpancoast","johnpancoast","70"
"johntyree","johntyree","73"
"johnw188","johnw188","82"
"johnwilkey","johnawilkey","70"
"jsoo1","jsoo1","70"
"jtrupiano","jtrupiano","70"
"jwbowler","jwbowler","78"
"liuhaotian","liuhaotian","84"
"adamsch1","adamsch1","70"
"hober","hober","74"
"Sen-Zhang","senzhang","70"
"notmyname","notmyname","70"
"tregoning","tregoning","73"
"woodie","woodie","74"
"nokane","nokane","70"
"rudyrigot","rudyrigot","70"
"S-Burns","shburns","70"
"ShaneHarvey","shanepharvey","74"
"shanehubbell","shanehubbell","78"
"shanemcgraw","shanemcgraw","70"
"shanewwarren","shanewarren88","68"
"houjieth","houjieth","78"
"geoffreyanderson","geoffanderson","74"
"alysonla","alysonla","82"
"ishanthukral","ishanthukral","70"
"freizl","freizl","70"
"cosimoc","cosimoc","82"
"jwngr","jwngr","74"
"timperrett","timperrett","73"
"tstrimple","tstrimple","70"
"petrbela","petrbela","70"
"pelletier","tpelletier","82"
"thomasloh","thomaslee","69"
"thomas-jung","thomasjung","70"
"thomblake","thomblake","73"
"twolfe2","twolfe2","73"
"thehar","thehar","82"
"cadenichols","cadenichols","70"
"liz-murphy","lizmurphy","73"
"karanparikh","karanjparikh","70"
"grahamking","2grahamking","74"
"eneko","eneko","74"
"houstongolden","houstongolden","70"
"andyburke","andyburke","70"
"andyfleming","andyfleming57","74"
"andyttran","andyhqtran","74"
"hayd","ahayd","80"
"shahshaan","shahshaan","75"
"sandeepkulkarni","sandeepkulkarnius","74"
"sandeshghimire","sandeshghimire","75"
"normanr","normanr","72"
"theandym","theandym","70"
"jiminkk","jiminkk","70"
"lukedeo","lukedeo","76"
"lukemadera","lukemadera","70"
"lukeremy","lukeremy","78"
"fredhsu","fredhsu","70"
"fredyang","fredyangss","74"
"liirene1","liirene1","78"
"crandmck","crandmck","70"
"devarispbrown","devarispbrown","75"
"loganfsmyth","logansmyth","72"
"chengsieuly","chengsieuly","70"
"chenguangshen","chenguangshen","70"
"kschuster","kschuster","70"
"kurtisnelson","kurtnelson","73"
"froyvalencia","froyvalencia","70"
"daneden","daneden","72"
"DanielCasner","danielcasner","70"
"DanielGarcia-Carrillo","danielgarciacarrillo","78"
"DanielGillies","danielgillies1","78"
"danielkouba","danielkouba","70"
"danielmai","danielmai","70"
"danielmurphy","danielmurphy76","75"
"danielrhodes","danielcrhodes","70"
"danielribeiro","danielribeirorio","74"
"danielribeirosilva","danielribeirosilva","70"
"danielrussellLA","danieldrussell","74"
"danishkhan","danishkhan081","67"
"danishmughal","danishmughal","70"
"danlurie","dannylurie","74"
"dannyshafer","danashafer","70"
"daschi","daschi","74"
"dleavitt","dtleavitt","75"
"drGrove","drgrove","76"
"haxney","haxney","70"
"Israel-Andrade","israelandrade","70"
"adityabansod","adityabansod","70"
"zhuangh","zhuangh","73"
"redhotpenguin","redhotpenguin","70"
"rjspotter","rjspotter","74"
"tilgovi","tilgovi","70"
"sdtsui","sdtsui","83"
"taptapdan","taptapdan","70"
"NorthMcCormick","northmccormick","70"
"uschen","uschen","70"
"isubhransu","isubhransu","82"
"jammons","jammons","78"
"jeffbcross","jeffbcross","74"
"JeffBelgum","jeffbelgum","70"
"jeffmay","jeffsmay","82"
"jeffomatic","jeffomatic","70"
"jeffreychien","jeffreycychien","70"
"JeffRisberg","jeffrisberg","74"
"jeffsteinmetz","jeffsteinmetz","78"
"jeffwidman","jeffwidman","70"
"jgladch","jgladch","70"
"jhaynie","jhaynie","70"
"jquast","jquast","70"
"jsturgis","jsturgis","70"
"mehagarg","mehagarg","70"
"AmahAjavon","amahajavon","75"
"jimmyislive","jimmyislive","70"
"byron-hawkins","byronhawkins","74"
"caiotoon","caiotoon","70"
"walterlatimer","walterlatimerjr","78"
"waltertan12","waltertan12","70"
"pgrandin","pgrandin","70"
"Nick-Brennan","nickdbrennan","74"
"nickaknudson","nickaknudson","70"
"nickarora","nickarora3","70"
"nickdaniele","nickdaniele","70"
"nickdirienzo","nickdirienzo","78"
"nickfletcher","nickfletchr","78"
"nickfujita","nickfujita","70"
"nickmerwin","nickmerwin","70"
"nicknish","nicknish","70"
"nickradford","nickradford","78"
"nicksnyder","nickdsnyder","78"
"NickStefan","nickstefan","70"
"nixterrimus","nixterrimus","70"
"njwilson","njwilson84","74"
"ntemple","nitemple","70"
"ntreadway","nctreadway","70"
"ronelliott","ronelliott","74"
"ronhornbaker","ronhornbaker","70"
"yangchi","yangch","70"
"vgvenkat","vgvenkat","74"
"jeffrymorris","jeffreynorris","68"
"pickhardt","pickhardt","78"
"bakineggs","bakineggs","70"
"danbeam","danbeam","70"
"DanBurton","danburton","70"
"dangunter","dangunter","70"
"danreedy","danreedy","70"
"danschultz","danmschultz","73"
"dansimpson","dansimpsonuk","70"
"dmashal","danmashal","65"
"dmose","dmose","78"
"dsully","dsully","70"
"ethernetdan","ethernetdan","73"
"mdpatrick","kdpatrick","76"
"jingli430","jingli430","70"
"aria42","aria42","70"
"duzun","duzun","74"
"donpark","donhpark","70"
"greenido","greenido","74"
"caleb531","caleb531","70"
"CalebFenton","calebfenton","76"
"bjori","bjori","70"
"amareshp","amareshpat","70"
"ljagiello","ljagiello","74"
"sshirokov","yshirokov","78"
"VasiliyRodin","vasiliyrodin","70"
"raybaxter","raybaxter1","70"
"raycmorgan","raymorgan","74"
"raymassie","raymassie","74"
"waynesutton","waynesutton","81"
"ambreenhasan","ambreenhasan","74"
"balajikvijayan","balajivijayan","70"
"jintaoguan","jintaoguan","78"
"melicarls","melicarls","78"
"melindabernrdo","melindabernrdo","74"
"perryh","perryh","70"
"raymondfeng","raymondfeng","70"
"shaochuan","shaochuan","70"
"rzeng95","rzeng95","70"
"kyoro","kyoro","78"
"ameyanaik11","ameyanaik11","74"
"krisalexander","kristianalexander","66"
"kristinpeterson","kristinpeterson93","73"
"KristoferEng","kristofereng","70"
"lloyddsilva","lloyddsilva","70"
"brycereynolds","bryreynolds","70"
"calvinkw1","calvinkw1","81"
"jposadas","jposadasc","70"
"juanpinzon","juanpinzon","73"
"mkhatib","mkhatib","70"
"MohammadAdib","mohammadadib","70"
"dfrankland","dylanfrankland","65"
"dylanfoster","dylanjfoster","70"
"katemonkeys","katemonkeys","83"
"KateWood","katewood","74"
"mkatenelson","katenelson1","74"
"xanderdunn","xanderdunn","75"
"phucnguyen12","phucnguyen1021","75"
"trungly","trungly","70"
"sharoonthomas","sharoonthomas","73"
"bufordtaylor","bufordtaylor","70"
"jamuraa","jamuraa","78"
"marsepu","marsepu","70"
"aminert","aminert","74"
"BardiaAfshin","bardiaafshin","70"
"antoncohen","antoncohen","78"
"antonfisher","antonfisher","70"
"antoniawang","antoniawang","70"
"katiayx","katiayx","70"
"katiemthom","katiemthom","78"
"KTAtkinson","ktkatkinson","70"
"kaizhang","kaizhang1","70"
"veena-sridhar","veenasridhar","70"
"shawnpk","shawnpk","74"
"shawnshuang","shawnhuang","70"
"thoov","thoov","70"
"traviscrampton","traviscrampton","78"
"treeder","treeder","82"
"physicsistic","physicsistic","70"
"kaushaldeo","kaushaldeo","70"
"jaytaylor","jaytayxor","70"
"jthurst01","jthurst","68"
"jwang93","jaywang93","77"
"daywednes","daywednes","74"
"cameronehrlich","cameronehrlich","76"
"cameronhunter","cameronhunter15","70"
"cameronjacoby","cameronjacoby","75"
"jordanekay","jordankay","74"
"jordanpapaleo","jordanpapaleo","70"
"jsomara","jsomara","70"
"jaimejrios","jaimerios","75"
"jjcorreao","jjcorreao","70"
"ebruning","ebruning","70"
"ethankhall","ethankhall","70"
"ethantang95","ethantang","70"
"dgmltn","dgmltn","70"
"dougconner","dougconner1","70"
"douglasbarton","douglasbarton","70"
"DouglasSherk","dougsherk","65"
"dougreese","dougreese","74"
"pikajude","pikajude","73"
"suchow","suchow","70"
"russelldavis","russelladavis3","73"
"russellschmidt","russellschmidt","70"
"nuoyan","nuoyan","78"
"ciberch","ciberch","70"
"monicagrandy","monicagrandy","73"
"monisun","monicasun","73"
"ernestofreyreg","ernestofreyreg","70"
"camillescott","camillescott","73"
"meshachjackson","meshachjackson","74"
"jerrypena1","jerrypena","70"
"amitrathore","amitrathore","74"
"kapadia","amkapadia","65"
"loftywaif002","loftywaif002","73"
"pjkelly","pjkelly","74"
"muratozgul","muratozgul","70"
"nummi","nummi","70"
"ziggythehamster","ziggythehamster","74"
